original,clickbait,methods_vector,neutralized,STS_similarity,BERTScore_P,BERTScore_R,BERTScore_F1,LLM_Judge_Level,LLM_Judge_Explanation
arizona governor declares victory in $3.5-billion education vote,arizona's education funding: how significant is this $3.5 billion victory?,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",arizona's education funding receives a $3.5 billion allocation,0.616504430770874,0.9434609413146972,0.9440417885780334,0.9437512755393982,medium,The neutralized headline indicates a funding allocation but loses the specific context of the governor's victory and the nature of the vote.
cuba breaks up weekly dissident march hours before obama visit,what does cuba's disruption of protests mean ahead of obama’s historic visit?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",cuba's disruption of protests ahead of obama's historic visit,0.7510746121406555,0.918342649936676,0.916651725769043,0.9174964427947998,medium,"While the neutralized headline conveys the idea of Cuba disrupting protests and mentions Obama's visit, it lacks the specific detail about the timing and the nature of the events being a 'weekly dissident march'."
"stocks, bonds tumble after economic data release",what does the latest economic data reveal about the market's instability?,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",latest economic data indicates market instability,0.4981652796268463,0.8901877999305725,0.8677555322647095,0.8788285255432129,medium,"The neutralized headline suggests market instability due to the economic data but does not explicitly mention the specific impact on stocks and bonds, leading to a partial preservation of meaning."
mccain proposes $7.5 billion of new u.s. military funding for asia-pacific,what does mccain's $7.5 billion military funding proposal mean for the asia-pacific?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",mccain proposes $7.5 billion military funding for the asia-pacific,0.981321096420288,0.9769117832183838,0.9548816680908204,0.9657711386680604,high,"The neutralized headline maintains the core information about McCain proposing $7.5 billion for military funding in the Asia-Pacific region, closely mirroring the original headline's meaning."
zimbabwe voters need more time to register after turmoil: parties,are zimbabwe's voter registration challenges threatening the upcoming elections?,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",zimbabwe's voter registration challenges and their potential impact on the upcoming elections,0.7637659311294556,0.9055842161178588,0.8978271484375,0.9016889929771424,medium,"The neutralized headline captures the general theme of voter registration issues in Zimbabwe but shifts focus from the need for more time due to turmoil to broader challenges and potential impacts, losing some specific context."
uk pm may tells business chiefs: two-year brexit transition is assured - source,what does may's assurance of a two-year brexit transition mean for businesses?,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",may's assurance of a two-year brexit transition and its implications for businesses,0.8217051029205322,0.9096205234527588,0.8839402198791504,0.8965964913368225,medium,"The neutralized headline captures the assurance aspect and the topic of a two-year Brexit transition, but it loses the specific attribution to the UK PM and the context of addressing business chiefs, creating a noticeable shift in focus."
poland ready to defend migration stance in eu top court,poland poised to strongly defend its migration policy in european court,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",poland to defend its migration policy in european court,0.9223389029502868,0.935084104537964,0.9423375129699708,0.9386968016624452,high,"The neutralized headline conveys the same essential meaning as the original, indicating Poland's intention to defend its position on migration in a European court setting."
republican lawmakers rally around sessions as trump intensifies pressure,republican lawmakers unite in support of sessions amid intensifying pressure from trump,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",republican lawmakers express support for sessions as pressure from trump increases,0.9040899276733398,0.9438002109527588,0.949952244758606,0.9468662738800048,high,The neutralized headline maintains the core meaning of the original by indicating Republican lawmakers' support for Sessions while highlighting the intensifying pressure from Trump.
"soccer: born in japan, playing for north korea under shadow of missile crisis",a journey from japan to north korea's soccer field: one player's struggle amid tensions,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]",a journey from japan to north korea's soccer field: a player's experience during tensions,0.789915919303894,0.8989651203155518,0.9045602083206176,0.9017539620399476,medium,The neutralized headline conveys the player's journey and experience but loses the specific reference to the missile crisis and the direct link to soccer's origins and current political context.
illinois house opts for another stopgap budget amid impasse,will illinois ever break the budget stalemate? lawmakers opt for another stopgap measure,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",illinois lawmakers choose another stopgap measure amid budget stalemate,0.8676329851150513,0.9550294280052184,0.9495563507080078,0.9522849917411804,high,"The neutralized headline retains the key concepts of a budgetary decision by Illinois lawmakers and the context of a budget impasse, closely mirroring the original meaning."
white house official is person of interest in russia probe: washington post,is a white house official now a key figure in the russia investigation?,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",a white house official is now considered a key figure in the russia investigation,0.842760443687439,0.9214372634887696,0.8946313858032227,0.9078364968299866,medium,"While the neutralized headline conveys that a White House official is significant to the investigation, it alters the original focus on the individual being a 'person of interest,' which may imply different levels of scrutiny or involvement."
senator grassley not expecting imminent supreme court vacancy,is a supreme court vacancy coming soon? senator grassley shares his insights,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]",senator grassley discusses a potential supreme court vacancy,0.7998225092887878,0.9438784718513488,0.9426476359367372,0.9432626366615297,medium,"The neutralized headline implies a discussion about potential vacancies, while the original emphasizes Grassley's lack of expectation for an imminent vacancy, thus altering the original meaning."
"as of last week, clinton's white house chances 95 percent: reuters/ipsos states of the nation",clinton's white house chances soar to 95 percent: what could change the game?,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",clinton's white house chances increase to 95 percent: factors that could influence the outcome,0.8266025185585022,0.89244544506073,0.8360463380813599,0.8633257746696472,medium,"While both headlines discuss Clinton's chances for the White House and include the figure of 95 percent, the neutralized version implies an increase and introduces external factors, which alters the original's meaning."
france says saudi coalition must boost aid efforts to yemen,could saudi coalition aid efforts in yemen be improved? france weighs in,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",france discusses potential improvements to saudi coalition aid efforts in yemen,0.9006312489509583,0.9462340474128724,0.9493075013160706,0.9477682709693908,medium,"The neutralized headline alters the original message by changing 'must boost' to 'discusses potential improvements,' which downplays the urgency and obligation implied in the original."
trump travel ban's fate hinges on emergency u.s. high court request,is the trump travel ban at a tipping point? supreme court's emergency review could decide,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",is the trump travel ban facing a critical decision point? supreme court's emergency review may determine outcome,0.8208267688751221,0.8744745254516602,0.912600874900818,0.8931310176849365,medium,"While the neutralized headline captures the idea of a critical decision regarding the Trump travel ban, it omits the specific context of an emergency U.S. Supreme Court request and implies a broader questioning of the situation rather than directly stating the news of its fate hinging on that request."
"north korea warns u.s. of 'greatest pain', rejects sanctions",what does north korea's stark warning to the u.s. mean amid ongoing sanctions?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",north korea issues warning to the u.s. during ongoing sanctions,0.7714380025863647,0.9466711282730104,0.9259439706802368,0.9361928701400756,medium,"The neutralized headline captures the context of issuing a warning and the presence of sanctions, but it omits the specific mention of 'greatest pain' and the rejection of sanctions, which alters the original message's intensity and sentiment."
mexico says upcoming u.s. execution of national is 'illegal',mexico calls upcoming u.s. execution 'illegal': what are the implications?,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0]",mexico labels upcoming u.s. execution as illegal and discusses implications,0.89216148853302,0.957938313484192,0.951378047466278,0.95464688539505,medium,"The neutralized headline maintains the core assertion of Mexico's stance on the execution being illegal, but adds a discussion of implications which shifts the focus from a simple declaration to a broader context."
